Accession,Organism_Name,Species,Genus,Family,Genotype,Isolate,Length,Nuc_Completeness,Geo_Location,Host,Tissue_Specimen_Source,Submitters,Collection_Date,Release_Date,Molecule_type
NC_039052,Erythrura gouldiae polyomavirus 1,Gammapolyomavirus egouldiae,Gammapolyomavirus,Polyomaviridae,,,5172,complete,Poland,Chloebia gouldiae,"liver, abdominal cavity","Heenemann,K., Sieg,M., Rueckner,A., Vahlenkamp,T.W.",2014-11-26,2018-08-24,dsDNA
NC_039053,Gammapolyomavirus lonmaja,Gammapolyomavirus lonmaja,Gammapolyomavirus,Polyomaviridae,,,5284,complete,Hungary,Lonchura maja,"kidney, liver","Banyai,K., Marton,S., Feher,E.",2011,2018-08-24,dsDNA
NC_039054,Circoviridae bovine stool/BK/KOR/2011,Bovismacovirus bovas1,Bovismacovirus,Smacoviridae,,CP11-49-3,2600,complete,South Korea,Bos taurus,feces,"Kim,H.K., Park,S.J., Nguyen,V.G., Song,D.S., Moon,H.J., Kang,B.K., Park,B.K., Park,B., Kim,H.",2011-04-18,2018-08-24,ssDNA
NC_039055,Odonata-associated circular virus 21,Bovismacovirus draga1,Bovismacovirus,Smacoviridae,,OdasCV-21-US-1679SC3-12,2609,complete,USA,Erythrodiplax fusca,,"Dayaram,A., Pailes,R., Potter,K., Moline,A.B., Rosenstein,D.D., Marinov,M., Varsani,A.",2012,2018-08-24,ssDNA
NC_039056,Odonata-associated circular virus 5,Dragsmacovirus draga1,Dragsmacovirus,Smacoviridae,,OdasCV-5-US-1683LM1-12,2609,complete,USA,Libellula quadrimaculata,,"Dayaram,A., Pailes,R., Potter,K., Moline,A.B., Rosenstein,D.D., Marinov,M., Varsani,A.",2012,2018-08-24,ssDNA
NC_039057,Camel associated drosmacovirus 1,Drosmacovirus camas1,Drosmacovirus,Smacoviridae,,DcSCV_c1359,2575,complete,United Arab Emirates,Camelus bactrianus,,"Woo,P.C., Lau,S.K., Teng,J.L., Tsang,A.K., Joseph,M., Wong,E.Y., Tang,Y., Sivakumar,S., Bai,R., Wernery,R., Wernery,U., Yuen,K.Y., Woo,P.C.Y., Lau,S.K.P., Teng,J.L.L., Tsang,A.K.L., Wong,E.Y.M., Yuen,K.-Y.",2013,2018-08-24,ssDNA
NC_039058,Camel associated drosmacovirus 2,Camel associated drosmacovirus 2,Drosmacovirus,Smacoviridae,,DcSCV_c1330,2580,complete,United Arab Emirates,Camelus bactrianus,,"Woo,P.C., Lau,S.K., Teng,J.L., Tsang,A.K., Joseph,M., Wong,E.Y., Tang,Y., Sivakumar,S., Bai,R., Wernery,R., Wernery,U., Yuen,K.Y., Woo,P.C.Y., Lau,S.K.P., Teng,J.L.L., Tsang,A.K.L., Wong,E.Y.M., Yuen,K.-Y.",2013,2018-08-24,ssDNA
NC_039059,Chicken associated huchismacovirus 1,Huchismacovirus chicas1,Huchismacovirus,Smacoviridae,,,2408,complete,Brazil,Gallus gallus,feces,"Lima,D.A., Cibulski,S.P., Finkler,F., Varela,A.P.M., Teixeira,T.F., Cerva,C., Domingues,G., Loiko,M., Scheffer,C.M., Santos,H.F., Mayer,F.Q., Roehe,P.M.",2015-07-31,2018-08-24,ssDNA
NC_039060,Chicken associated huchismacovirus 2,Huchismacovirus chicas2,Huchismacovirus,Smacoviridae,,,2459,complete,Brazil,Gallus gallus,feces,"Lima,D.A., Cibulski,S.P., Finkler,F., Varela,A.P.M., Teixeira,T.F., Cerva,C., Domingues,G., Loiko,M., Scheffer,C.M., Santos,H.F., Mayer,F.Q., Roehe,P.M.",2015-07-31,2018-08-24,ssDNA
NC_039061,Human associated huchismacovirus 1,Huchismacovirus humas1,Huchismacovirus,Smacoviridae,,Oregon/6/2011/GottageGrove/5A1,2460,complete,USA,Homo sapiens,feces,"Ng,T.F.F., Sachsenroeder,J., Vega,E., Kondov,N.O., Jang,C., Deng,X., Gregoricus,N., Vinje,J., Delwart,E.",2011-06-06,2018-08-24,ssDNA
NC_039062,Human associated huchismacovirus 2,Huchismacovirus humas2,Huchismacovirus,Smacoviridae,,France/8/2008/2444,2471,complete,France,Homo sapiens,feces,"Ng,T.F.F., Sachsenroeder,J., Vega,E., Kondov,N.O., Jang,C., Deng,X., Gregoricus,N., Vinje,J., Delwart,E.",2008,2018-08-24,ssDNA
NC_039063,Human associated huchismacovirus 3,Huchismacovirus humas3,Huchismacovirus,Smacoviridae,,France/1/2009/3664,2459,complete,France,Homo sapiens,feces,"Ng,T.F.F., Sachsenroeder,J., Vega,E., Kondov,N.O., Jang,C., Deng,X., Gregoricus,N., Vinje,J., Delwart,E.",2009,2018-08-24,ssDNA
NC_039064,Camel associated porprismacovirus 1,Porprismacovirus camas1,Porprismacovirus,Smacoviridae,,DcSCV_c1378,2565,complete,United Arab Emirates,Camelus bactrianus,,"Woo,P.C., Lau,S.K., Teng,J.L., Tsang,A.K., Joseph,M., Wong,E.Y., Tang,Y., Sivakumar,S., Bai,R., Wernery,R., Wernery,U., Yuen,K.Y., Woo,P.C.Y., Lau,S.K.P., Teng,J.L.L., Tsang,A.K.L., Wong,E.Y.M., Yuen,K.-Y.",2013,2018-08-24,ssDNA
NC_039065,Camel associated porprismacovirus 2,Porprismacovirus camas2,Porprismacovirus,Smacoviridae,,DcSCV_c1072,2516,complete,United Arab Emirates,Camelus bactrianus,,"Woo,P.C., Lau,S.K., Teng,J.L., Tsang,A.K., Joseph,M., Wong,E.Y., Tang,Y., Sivakumar,S., Bai,R., Wernery,R., Wernery,U., Yuen,K.Y., Woo,P.C.Y., Lau,S.K.P., Teng,J.L.L., Tsang,A.K.L., Wong,E.Y.M., Yuen,K.-Y.",2013,2018-08-24,ssDNA
NC_039066,Camel associated porprismacovirus 3,Porprismacovirus camas3,Porprismacovirus,Smacoviridae,,DcSCV_c1345,2582,complete,United Arab Emirates,Camelus bactrianus,,"Woo,P.C., Lau,S.K., Teng,J.L., Tsang,A.K., Joseph,M., Wong,E.Y., Tang,Y., Sivakumar,S., Bai,R., Wernery,R., Wernery,U., Yuen,K.Y., Woo,P.C.Y., Lau,S.K.P., Teng,J.L.L., Tsang,A.K.L., Wong,E.Y.M., Yuen,K.-Y.",2013,2018-08-24,ssDNA
NC_039067,Camel associated porprismacovirus 4,Porprismacovirus camas4,Porprismacovirus,Smacoviridae,,DcSCV_c1358,2575,complete,United Arab Emirates,Camelus bactrianus,,"Woo,P.C., Lau,S.K., Teng,J.L., Tsang,A.K., Joseph,M., Wong,E.Y., Tang,Y., Sivakumar,S., Bai,R., Wernery,R., Wernery,U., Yuen,K.Y., Woo,P.C.Y., Lau,S.K.P., Teng,J.L.L., Tsang,A.K.L., Wong,E.Y.M., Yuen,K.-Y.",2013,2018-08-24,ssDNA
NC_039068,Chimpanzee associated porprismacovirus 1,Porprismacovirus chimas1,Porprismacovirus,Smacoviridae,,DP152,2609,complete,Cameroon,Pan troglodytes,feces,"Blinkova,O., Victoria,J., Li,Y., Keele,B.F., Sanz,C., Ndjango,J.B., Peeters,M., Travis,D., Lonsdorf,E.V., Wilson,M.L., Pusey,A.E., Hahn,B.H., Delwart,E.L.",1999-11,2018-08-24,ssDNA
NC_039069,Chimpanzee associated porprismacovirus 2,Porprismacovirus chimas2,Porprismacovirus,Smacoviridae,,GM495,2640,complete,Tanzania,Pan troglodytes,feces,"Blinkova,O., Victoria,J., Li,Y., Keele,B.F., Sanz,C., Ndjango,J.B., Peeters,M., Travis,D., Lonsdorf,E.V., Wilson,M.L., Pusey,A.E., Hahn,B.H., Delwart,E.L.",2004-05,2018-08-24,ssDNA
NC_039070,Human feces smacovirus 2,Porprismacovirus humas1,Porprismacovirus,Smacoviridae,,,2601,complete,Peru,Homo sapiens,feces,"Phan,T.G., da Costa,A.C., Del Valle Mendoza,J., Bucardo-Rivera,F., Nordgren,J., O'Ryan,M., Deng,X., Delwart,E., Phan,T.",2013,2018-08-24,ssDNA
NC_039071,Porcine associated porprismacovirus 4,Porcine associated porprismacovirus 4,Porprismacovirus,Smacoviridae,,DP2,2403,complete,USA,Sus scrofa,feces,"Cheung,A.K.",2011,2018-08-24,ssDNA
NC_039072,Grapevine fabavirus,Fabavirus vitis,Fabavirus,Secoviridae,,BB,3134,complete,USA,Vitis vinifera,,"Al Rwahnih,M.M., Alabi,O., Westrick,N., Rowhani,A., Golino,D., Al Rwahnih,M.",2015-03-01,2018-08-24,ssRNA(+)
NC_039073,Grapevine fabavirus,Fabavirus vitis,Fabavirus,Secoviridae,,NP,5668,complete,USA,Vitis vinifera,,"Al Rwahnih,M.M., Alabi,O., Westrick,N., Rowhani,A., Golino,D., Al Rwahnih,M.",2015-03-01,2018-08-24,ssRNA(+)
NC_039074,Tomato necrotic streak virus,Ilarvirus TomNSV,Ilarvirus,Bromoviridae,,13-382,3024,complete,USA: FL,Solanum lycopersicum,,"Badillo-Vargas,I.E., Baker,C., Funderburk,J.E., Adkins,S., Vanderspool,M.C.",2013,2018-08-24,ssRNA(+)
NC_039075,Tomato necrotic streak virus,Ilarvirus TomNSV,Ilarvirus,Bromoviridae,,13-382,3378,complete,USA: FL,Solanum lycopersicum,,"Badillo-Vargas,I.E., Baker,C., Funderburk,J.E., Adkins,S., Vanderspool,M.C.",2013,2018-08-24,ssRNA(+)
NC_039076,Tomato necrotic streak virus,Ilarvirus TomNSV,Ilarvirus,Bromoviridae,,13-382,2219,complete,USA: FL,Solanum lycopersicum,,"Badillo-Vargas,I.E., Baker,C., Funderburk,J.E., Adkins,S., Vanderspool,M.C.",2013,2018-08-24,ssRNA(+)
NC_039077,Prunus virus F,Fabavirus pruni,Fabavirus,Secoviridae,,8816-v1,6165,complete,USA,Prunus avium,,"Villamor,D.E., Pillai,S.S., Eastwell,K.C., Villamor,D.E.V.",,2018-08-24,ssRNA(+)
NC_039078,Prunus virus F,Fabavirus pruni,Fabavirus,Secoviridae,,8816-s1,3622,complete,USA,Prunus avium,,"Villamor,D.E., Pillai,S.S., Eastwell,K.C., Villamor,D.E.V.",,2018-08-24,ssRNA(+)
NC_039079,Nanovirus-like particle,Nanovirus-like particle,,Alphasatellitidae,,1,1376,complete,Pakistan,,,"Mansoor,S., Khan,S.H., Bashir,A., Saeed,M., Zafar,Y., Malik,K.A., Briddon,R., Stanley,J., Markham,P.G.",,2018-08-24,ssDNA
NC_039080,Nanovirus-like particle,Nanovirus-like particle,,Alphasatellitidae,,,1367,complete,Singapore,Ageratum conyzoides,,"Saunders,K., Stanley,J.",,2018-08-24,ssDNA
NC_039081,Nanovirus-like particle,Nanovirus-like particle,,Alphasatellitidae,,,1379,complete,Egypt,Gossypium hirsutum,,"Briddon,R.W., Bull,S.E., Amin,I., Mansoor,S., Bedford,I.D., Rishi,N., Siwatch,S.S., Zafar,Y., Abdel-Salam,A.M., Markham,P.G.",,2018-08-24,ssDNA
NC_039082,Euphorbia mosaic Peru virus,Begomovirus euphorbiaperuense,Begomovirus,Geminiviridae,,,2600,complete,"Peru:Santa Maria, Machu Pichu",Euphorbia heterophylla,,"Shepherd,D.N., Martin,D.P., Lefeuvre,P., Monjane,A.L., Owor,B.E., Rybicki,E.P., Varsani,A.",2007-06-05,2018-08-24,ssDNA(+/-)
NC_039083,Bendhi Yellow Vein Mosaic/Mesta Yellow Vein Mosaic alphasatellite,Bendhi Yellow Vein Mosaic/Mesta Yellow Vein Mosaic alphasatellite,,Alphasatellitidae,,,1377,complete,India:Haryana,Abelmoschus esculentus,,"Zaffalon,V., Mukherjee,S.K., Reddy,V.S., Thompson,J.R., Tepfer,M.",2007-09,2018-08-24,ssDNA
NC_039084,Hollyhock yellow vein virus associated symptomless alphasatellite,Hollyhock yellow vein virus associated symptomless alphasatellite,,Alphasatellitidae,,[Pakistan:17-5:06] Lahore2,1360,complete,Pakistan:Lahore,Alcea rosea,plant leaf,"Zia Ur Rehman,M., Haider,M.S., Zia ur Rehman,M.",2006,2018-08-24,ssDNA
NC_039085,Simian foamy virus Pongo pygmaeus pygmaeus,Simiispumavirus ponpygpyg,Simiispumavirus,Retroviridae,,bella,12823,complete,Indonesia:Borneo,Pongo pygmaeus pygmaeus,,"Verschoor,E.J., Langenhuijzen,S., van den Engel,S., Niphuis,H., Warren,K.S., Heeney,J.L.",,2018-08-24,ssRNA-RT
NC_039086,Human papillomavirus 187,Gammapapillomavirus 26,Gammapapillomavirus,Papillomaviridae,,ACS447,7268,complete,,Homo sapiens,,"Chen,Z., Burk,R.",,2018-08-24,dsDNA
NC_039088,Cardamom mosaic virus,Macluravirus cardamomi,Macluravirus,Potyviridae,,KS,8249,complete,"India: Sakleshpur, Karnataka",Elettaria cardamomum,,"Sangeetha,E., Nagesh,S., Gopal,P., Usha,R., Venugopal,M.N., Jebasingh,T.",2014-02,2018-08-24,ssRNA(+)
NC_039089,human papillomavirus 71,Alphapapillomavirus 14,Alphapapillomavirus,Papillomaviridae,,,8017,complete,,,,"Matsukura,T., Sugase,M., Matsukura,T.T.",,2018-08-24,dsDNA
NC_039183,Orthobunyavirus teteense,Orthobunyavirus teteense,Orthobunyavirus,Peribunyaviridae,,,4296,complete,South Africa,Ploceus cucullatus,,"Shchetinin,A.M., Lvov,D.K., Deriabin,P.G., Botikov,A.G., Gitelman,A.K., Kuhn,J.H., Alkhovsky,S.V.",1959-02-05,2018-08-24,ssRNA(-)
NC_039184,Orthobunyavirus teteense,Orthobunyavirus teteense,Orthobunyavirus,Peribunyaviridae,,,6915,complete,South Africa,Ploceus cucullatus,,"Shchetinin,A.M., Lvov,D.K., Deriabin,P.G., Botikov,A.G., Gitelman,A.K., Kuhn,J.H., Alkhovsky,S.V.",1959-02-05,2018-08-24,ssRNA(-)
NC_039185,Orthobunyavirus teteense,Orthobunyavirus teteense,Orthobunyavirus,Peribunyaviridae,,,976,complete,South Africa,Ploceus cucullatus,,"Shchetinin,A.M., Lvov,D.K., Deriabin,P.G., Botikov,A.G., Gitelman,A.K., Kuhn,J.H., Alkhovsky,S.V.",1959-02-05,2018-08-24,ssRNA(-)
NC_039186,Orthobunyavirus wyeomyiae,Orthobunyavirus wyeomyiae,Orthobunyavirus,Peribunyaviridae,,,6854,complete,Colombia,,,,1940,2018-08-24,ssRNA(-)
NC_039187,Orthobunyavirus wyeomyiae,Orthobunyavirus wyeomyiae,Orthobunyavirus,Peribunyaviridae,,,4540,complete,Colombia,,,,1940,2018-08-24,ssRNA(-)
NC_039188,Orthobunyavirus wyeomyiae,Orthobunyavirus wyeomyiae,Orthobunyavirus,Peribunyaviridae,,,1067,complete,Colombia,,,,1940,2018-08-24,ssRNA(-)
NC_039189,Parrot bornavirus 1,Orthobornavirus alphapsittaciforme,Orthobornavirus,Bornaviridae,,,8902,complete,USA,Diopsittaca nobilis,,"Gray,P., Hoppes,S., Suchodolski,P., Mirhosseini,N., Payne,S., Villanueva,I., Shivaprasad,H.L., Honkavuori,K.S., Lipkin,W.I., Briese,T., Reddy,S.M., Tizard,I., Mirhousseini,N.",2008-05-15,2018-08-24,ssRNA(-)
NC_039191,Punta Toro virus,Phlebovirus toroense,Phlebovirus,Phenuiviridae,,,4348,complete,Panama,Homo sapiens,,"Palacios,G., Wiley,M.R., Travassos da Rosa,A.P., Guzman,H., Quiroz,E., Savji,N., Carrera,J.P., Bussetti,A.V., Ladner,J.T., Lipkin,W.I., Tesh,R.B., Wiley,M., Travassos da Rosa,A.P.A., Carrera,J.-P., Ladner,J., Test,R.B.",1972,2018-08-24,ssRNA(+/-)
NC_039192,Punta Toro virus,Phlebovirus toroense,Phlebovirus,Phenuiviridae,,,6407,complete,Panama,Homo sapiens,,"Palacios,G., Wiley,M.R., Travassos da Rosa,A.P., Guzman,H., Quiroz,E., Savji,N., Carrera,J.P., Bussetti,A.V., Ladner,J.T., Lipkin,W.I., Tesh,R.B., Wiley,M., Travassos da Rosa,A.P.A., Carrera,J.-P., Ladner,J., Test,R.B.",1972,2018-08-24,ssRNA(+/-)
NC_039193,Punta Toro virus,Phlebovirus toroense,Phlebovirus,Phenuiviridae,,,1863,complete,Panama,Homo sapiens,,"Palacios,G., Wiley,M.R., Travassos da Rosa,A.P., Guzman,H., Quiroz,E., Savji,N., Carrera,J.P., Bussetti,A.V., Ladner,J.T., Lipkin,W.I., Tesh,R.B., Wiley,M., Travassos da Rosa,A.P.A., Carrera,J.-P., Ladner,J., Test,R.B.",1972,2018-08-24,ssRNA(+/-)
NC_039194,Avian metaavulavirus 6,Metaavulavirus calidris,Metaavulavirus,Paramyxoviridae,,,16236,complete,Russia,Anser,,"Usachev,E.V., Prilipov,A.G.",2003,2018-08-24,ssRNA(-)
NC_039195,Avian metaavulavirus 8,Metaavulavirus delawarense,Metaavulavirus,Paramyxoviridae,,,15342,complete,USA,Branta canadensis,,"Paldurai,A., Subbiah,M., Kumar,S., Collins,P.L., Samal,S.K.",1976,2018-08-24,ssRNA(-)
NC_039196,Feline morbillivirus,Morbillivirus felis,Morbillivirus,Paramyxoviridae,,,16050,complete,Hong Kong,Felis catus,,"Woo,P.C., Lau,S.K., Wong,B.H., Fan,R.Y., Wong,A.Y., Zhang,A.J., Wu,Y., Choi,G.K., Li,K.S., Hui,J., Wang,M., Zheng,B.J., Chan,K.H., Yuen,K.Y., Woo,P.C.Y., Lau,S.K.P., Wong,B.H.L., Fan,R.Y.Y., Wong,A.Y.P., Zhang,A.J.X., Choi,G.K.Y., Li,K.S.M.",2009-11-24,2018-08-24,ssRNA(-)
NC_039197,Menangle virus,Pararubulavirus menangleense,Pararubulavirus,Paramyxoviridae,,Australia/bat/2009/Cedar Grove,15516,complete,Australia,Pteropus,,"Barr,J.A., Smith,C., Marsh,G.A., Field,H., Wang,L.F., Wang,L.-F.",2009-09,2018-08-24,ssRNA(-)
NC_039198,Teviot virus,Pararubulavirus teviotense,Pararubulavirus,Paramyxoviridae,,Cedar Grove,15522,complete,Australia,Pteropus sp.,urine,"Burroughs,A.L., Tachedjian,M., Crameri,G., Durr,P.A., Marsh,G.A., Wang,L.F., Burroughs,A., Meers,J., Durr,P., Wang,L., Smith,I., Todd,S., Barr,J., Marsh,G., Yu,M.",2009-09-25,2018-08-24,ssRNA(-)
NC_039200,Almendravirus balsa,Almendravirus balsa,Almendravirus,Rhabdoviridae,,,11287,complete,Colombia: Cordoba Province,Psorophora albigenu,,"Contreras,M.A., Eastwood,G., Guzman,H., Popov,V., Savit,C., Uribe,S., Kramer,L.D., Wood,T.G., Widen,S.G., Fish,D., Tesh,R.B., Vasilakis,N., Walker,P.J., Balta,V., Kramer,L.",2013-06-15,2018-08-24,ssRNA(-)
NC_039201,Curionopolis virus,Curiovirus curionopolis,Curiovirus,Rhabdoviridae,,,13170,complete,Brazil,Culicoides,,"Walker,P.J., Firth,C., Widen,S.G., Blasdell,K.R., Guzman,H., Wood,T.G., Paradkar,P.N., Holmes,E.C., Tesh,R.B., Vasilakis,N., Walker,P., Widen,S., Blasdell,K., Wood,T., Paradkar,P., Holmes,E., Tesh,R.",1985,2018-08-24,ssRNA(-)
NC_039202,Hapavirus flanders,Hapavirus flanders,Hapavirus,Rhabdoviridae,,,13038,complete,USA,Culiseta melanura,,"Walker,P.J., Firth,C., Widen,S.G., Blasdell,K.R., Guzman,H., Wood,T.G., Paradkar,P.N., Holmes,E.C., Tesh,R.B., Vasilakis,N., Walker,P., Widen,S., Blasdell,K., Wood,T., Paradkar,P., Holmes,E., Tesh,R.",1961,2018-08-24,ssRNA(-)
NC_039203,Orthotospovirus polygonianuli,Orthotospovirus polygonianuli,Orthotospovirus,Tospoviridae,,Plg13,4710,complete,Italy: Peveragno CN,Fallopia dumetorum,,,2008-07-08,2018-08-24,ssRNA(+/-)
NC_039204,Orthotospovirus polygonianuli,Orthotospovirus polygonianuli,Orthotospovirus,Tospoviridae,,Plg13,8893,complete,Italy: Peveragno CN,Fallopia dumetorum,,,2008-07-08,2018-08-24,ssRNA(+/-)
NC_039205,Orthotospovirus polygonianuli,Orthotospovirus polygonianuli,Orthotospovirus,Tospoviridae,,Plg13,2485,complete,Italy: Peveragno CN,Fallopia dumetorum,,,2008-07-08,2018-08-24,ssRNA(+/-)
NC_039206,Vesiculovirus jurona,Vesiculovirus jurona,Vesiculovirus,Rhabdoviridae,,,11121,complete,Brazil,Haemagogus,,"Walker,P.J., Firth,C., Widen,S.G., Blasdell,K.R., Guzman,H., Wood,T.G., Paradkar,P.N., Holmes,E.C., Tesh,R.B., Vasilakis,N., Walker,P., Widen,S., Blasdell,K., Wood,T., Paradkar,P., Holmes,E., Tesh,R.",1962,2018-08-24,ssRNA(-)
NC_039207,Betacoronavirus Erinaceus/VMC/DEU/2012,Betacoronavirus erinacei,Betacoronavirus,Coronaviridae,,ErinaceusCoV/2012-174/GER/2012,30148,complete,Germany,Erinaceus europaeus,feces,"Corman,V.M., Kallies,R., Philipps,H., Gopner,G., Muller,M.A., Eckerle,I., Brunink,S., Drosten,C., Drexler,J.F.",2012,2018-08-24,ssRNA(+)
NC_039208,Porcine coronavirus HKU15,Deltacoronavirus suis,Deltacoronavirus,Coronaviridae,,,25425,complete,China: Hong Kong,Sus scrofa,,"Woo,P.C., Lau,S.K., Lam,C.S., Lau,C.C., Tsang,A.K., Lau,J.H., Bai,R., Teng,J.L., Tsang,C.C., Wang,M., Zheng,B.J., Chan,K.H., Yuen,K.Y., Woo,P.C.Y., Lau,S.K.P., Lam,C.S.F., Lau,C.C.Y., Tsang,A.K.L., Lau,J.H.N., Teng,J.L.L., Tsang,C.C.C., Zheng,B.-J., Chan,K.-H., Yuen,K.-Y.",2010,2018-08-24,ssRNA(+)
NC_039209,Equine rhinitis A virus,Aphthovirus burrowsi,Aphthovirus,Picornaviridae,,,7782,complete,,Equus caballus,,"Aminev,A., Palmenberg,A.",,2018-08-24,ssRNA(+)
NC_039210,Foot-and-mouth disease virus O,Aphthovirus vesiculae,Aphthovirus,Picornaviridae,O,o6pirbright iso58,8201,complete,United Kingdom,,,,,2018-08-24,ssRNA(+)
NC_039212,Fathead minnow picornavirus,Limnipivirus cefahemi,Limnipivirus,Picornaviridae,,FHMPV-1,7746,complete,USA,Pimephales promelas,,"Phelps,N.B., Mor,S.K., Armien,A.G., Batts,W., Goodwin,A.E., Hopper,L., McCann,R., Ng,T.F., Puzach,C., Waltzek,T.B., Delwart,E., Winton,J., Goyal,S.M., Phelps,N.B.D.",2011,2018-08-24,ssRNA(+)
NC_039213,Agrotis segetum granulovirus,Betabaculovirus agsegetum,Betabaculovirus,Baculoviridae,,,131557,complete,Austria,Agrotis segetum,,"Gueli Alletti,G., Wennmann,J.T., Jehle,J.A.",1964,2018-08-24,dsDNA
NC_039214,Dragonfly associated cyclovirus 4,Cyclovirus vazka,Cyclovirus,Circoviridae,,DfCyV-4_US-DFKWGX-2012,1742,complete,USA,Rhionaeschna multicolor,,"Dayaram,A., Potter,K.A., Moline,A.B., Rosenstein,D.D., Marinov,M., Thomas,J.E., Breitbart,M., Rosario,K., Arguello-Astorga,G.R., Varsani,A., Potter,K., Argueello-Astorga,G.R.",2012-06,2018-08-24,ssDNA(+/-)
NC_039215,Cyclovirus VN,Cyclovirus nhanloai,Cyclovirus,Circoviridae,,hcf2,1856,complete,Viet Nam,Homo sapiens,cerebrospinal fluid,"Tan Le,V., van Doorn,H.R., Nghia,H.D., Chau,T.T., Tu Le,T.P., de Vries,M., Canuti,M., Deijs,M., Jebbink,M.F., Baker,S., Bryant,J.E., Tham,N.T., Bkrong,N.T., Boni,M.F., Loi,T.Q., Phuong Le,T., Verhoeven,J.T., Crusat,M., Jeeninga,R.E., Schultsz,C., Chau,N.V., Hien,T.T., van der Hoek,L., Farrar,J., de Jong,M.D., Tan,L.V., Nghia,H.D.T., Chau,T.T.H., Tu,L.T.P., Chinh BKrong,N.T.T., Phuong,L.T., Verhoeven,J.T.P., Chau,N.V.V.",2009,2018-08-24,ssDNA(+/-)
NC_039216,Bell pepper alphaendornavirus,Alphaendornavirus capsici,Alphaendornavirus,Endornaviridae,,Penol,14714,complete,Colombia,Capsicum annuum,,,2015-03-01,2018-08-24,dsRNA
NC_039217,Phaseolus vulgaris alphaendornavirus 1,Alphaendornavirus phaseoli,Alphaendornavirus,Endornaviridae,,PvEV-1_Brazil,14072,complete,Brazil,Phaseolus vulgaris,plant leaf,"Alves-Freitas,D.M., Pinheiro-Lima,B., Faria,J.C., Lacorte,C., Ribeiro,S.G., Melo,F.L., Alves-Freitas,D.T.M.",2014-10-01,2018-08-24,dsRNA
NC_039218,Kyasanur Forest disease virus,Orthoflavivirus kyasanurense,Orthoflavivirus,Flaviviridae,,,10376,complete,,,,"Grard,G., Moureau,G., Charrel,R.N., Lemasson,J.J., Gonzalez,J.P., Gallian,P., Gritsun,T.S., Holmes,E.C., Gould,E.A., de Lamballerie,X., Lemasson,J.-J., Garbutt,M., Feldmann,H.",,2018-08-24,ssRNA(+)
NC_039219,Royal Farm virus,Orthoflavivirus royalense,Orthoflavivirus,Flaviviridae,,,10254,complete,Afghanistan,,,"Grard,G., Moureau,G., Charrel,R.N., Lemasson,J.J., Gonzalez,J.P., Gallian,P., Gritsun,T.S., Holmes,E.C., Gould,E.A., de Lamballerie,X., Charrel,R., Gould,E.",,2018-08-24,ssRNA(+)
NC_039220,Orthonairovirus thiaforaense,Orthonairovirus thiaforaense,Orthonairovirus,Nairoviridae,,AnD 11411,11734,complete,Senegal,Crocidura,,,1971-02-17,2018-08-24,ssRNA(-)
NC_039221,Orthonairovirus thiaforaense,Orthonairovirus thiaforaense,Orthonairovirus,Nairoviridae,,AnD 11411,4024,complete,Senegal,Crocidura,,,1971-02-17,2018-08-24,ssRNA(-)
NC_039222,Orthonairovirus thiaforaense,Orthonairovirus thiaforaense,Orthonairovirus,Nairoviridae,,AnD 11411,2286,complete,Senegal,Crocidura,,,1971-02-17,2018-08-24,ssRNA(-)
NC_039223,Avian orthoavulavirus 1,Orthoavulavirus javaense,Orthoavulavirus,Paramyxoviridae,,JSD0812,15192,complete,China,Anas platyrhynchos,,"Liu,M., Shen,X., Cheng,X., Li,J., Dai,Y., Zhou,S., Wei,Y., Xu,L.",2008-12,2018-08-24,ssRNA(-)
NC_039224,Beet soil-borne mosaic virus,Benyvirus solibetae,Benyvirus,Benyviridae,,MRM06,1720,complete,USA,,,"Ratti,C., Hleibieh,K., Bianchi,L., Schirmer,A., Autonell,C.R., Gilmer,D., Rubies Autonell,C.",,2018-08-24,ssRNA(+)
NC_039225,Beet soil-borne mosaic virus,Benyvirus solibetae,Benyvirus,Benyviridae,,MRM06,4615,complete,USA,Beta vulgaris,,"D'Alonzo,M., Lanzoni,C., Delbianco,A., Rubies Autonell,C., Gilmer,D., Ratti,C.",2006,2018-08-24,ssRNA(+)
NC_039226,Beet soil-borne mosaic virus,Benyvirus solibetae,Benyvirus,Benyviridae,,MRM06,6679,complete,USA,Beta vulgaris,,"D'Alonzo,M., Lanzoni,C., Delbianco,A., Rubies Autonell,C., Gilmer,D., Ratti,C.",2006,2018-08-24,ssRNA(+)
NC_039227,Beet soil-borne mosaic virus,Benyvirus solibetae,Benyvirus,Benyviridae,,MRM06,1730,complete,USA,Beta vulgaris,,"D'Alonzo,M., Bianchi,L., Rubies Autonell,C., Gilmer,D., Ratti,C., Lanzoni,C., Delbianco,A.",2006,2018-08-24,ssRNA(+)
NC_039228,Koala retrovirus,Gammaretrovirus koa,Gammaretrovirus,Retroviridae,,,8431,complete,,,blood,"Hanger,J.J., Bromham,L.D., McKee,J.J., O'Brien,T.M., Robinson,W.F.",,2018-08-24,ssRNA-RT
