Accession,Host,order,family,genus,species
NC_042029.1,Edwardsiella ictaluri,Enterobacterales,Hafniaceae,Edwardsiella,Edwardsiella ictaluri
NC_042030.1,Mycolicibacterium smegmatis,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
NC_042031.1,Mycolicibacterium smegmatis,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
NC_042032.1,Mycolicibacterium smegmatis,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
NC_042033.1,Mycolicibacterium smegmatis,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
NC_042034.1,Mycolicibacterium smegmatis,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
NC_042035.1,Mycolicibacterium smegmatis,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
NC_042036.1,Mycolicibacterium smegmatis,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
NC_042037.1,Aeromonas sp. IS4,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas sp. IS4
NC_042038.1,Salmonella enterica,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
NC_042039.1,Shigella flexneri,Enterobacterales,Enterobacteriaceae,Shigella,Shigella flexneri
NC_042040.1,Rhodococcus erythropolis,Mycobacteriales,Nocardiaceae,Rhodococcus,Rhodococcus erythropolis
NC_042041.1,Klebsiella pneumoniae,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae
NC_042042.1,Streptomyces scabiei,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces scabiei
NC_042043.1,Escherichia coli,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli
NC_042044.1,Salmonella enterica,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
NC_042045.1,Gordonia terrae,Mycobacteriales,Gordoniaceae,Gordonia,Gordonia terrae
NC_042046.1,Escherichia coli,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli
NC_042047.1,Serratia rubidaea,Enterobacterales,Yersiniaceae,Serratia,Serratia rubidaea
NC_042048.1,Listeria monocytogenes,Bacillales,Listeriaceae,Listeria,Listeria monocytogenes
NC_042049.1,Rhodobacter capsulatus,Rhodobacterales,Paracoccaceae,Rhodobacter,Rhodobacter capsulatus
NC_042050.1,Mycolicibacterium smegmatis,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
NC_042051.1,Streptomyces griseus,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces griseus
NC_042052.1,Streptomyces griseus,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces griseus
NC_042054.1,Pseudomonas syringae,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas syringae
NC_042055.1,Mycolicibacterium smegmatis,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
NC_042056.1,Erwinia amylovora,Enterobacterales,Erwiniaceae,Erwinia,Erwinia amylovora
NC_042057.1,Escherichia coli,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli
NC_042060.1,Pseudomonas aeruginosa,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa
NC_042062.1,Salmonella enterica,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
NC_042065.1,Salmonella enterica,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
NC_042066.1,Salmonella enterica,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
NC_042067.1,Citrobacter freundii,Enterobacterales,Enterobacteriaceae,Citrobacter,Citrobacter freundii
NC_042068.1,Pseudomonas sp.,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp.
NC_042069.1,Pseudomonas sp.,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp.
NC_042070.1,Pseudomonas sp.,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp.
NC_042071.1,Pseudomonas aeruginosa,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa
NC_042072.1,Pseudomonas aeruginosa,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa
NC_042073.1,Pseudomonas aeruginosa,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa
NC_042074.1,Vibrio cholerae,Vibrionales,Vibrionaceae,Vibrio,Vibrio cholerae
NC_042075.1,Shigella flexneri,Enterobacterales,Enterobacteriaceae,Shigella,Shigella flexneri
NC_042076.1,Shigella boydii,Enterobacterales,Enterobacteriaceae,Shigella,Shigella boydii
NC_042077.1,Shigella flexneri,Enterobacterales,Enterobacteriaceae,Shigella,Shigella flexneri
NC_042078.1,Shigella flexneri,Enterobacterales,Enterobacteriaceae,Shigella,Shigella flexneri
NC_042081.1,Pseudomonas aeruginosa,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa
NC_042082.1,Stenotrophomonas maltophilia,Lysobacterales,Lysobacteraceae,Stenotrophomonas,Stenotrophomonas maltophilia
NC_042083.1,Gluconobacter cerinus,Rhodospirillales,Acetobacteraceae,Gluconobacter,Gluconobacter cerinus
NC_042084.1,Escherichia coli,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli
NC_042085.1,Corynebacterium vitaeruminis,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium vitaeruminis
NC_042086.1,Corynebacterium vitaeruminis,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium vitaeruminis
NC_042087.1,Corynebacterium vitaeruminis,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium vitaeruminis
NC_042088.1,Gordonia terrae,Mycobacteriales,Gordoniaceae,Gordonia,Gordonia terrae
NC_042089.1,Gordonia terrae,Mycobacteriales,Gordoniaceae,Gordonia,Gordonia terrae
NC_042090.1,Proteus mirabilis,Enterobacterales,Morganellaceae,Proteus,Proteus mirabilis
NC_042091.1,Pseudomonas syringae,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas syringae
NC_042092.1,Pseudomonas syringae,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas syringae
NC_042093.1,Klebsiella pneumoniae,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae
NC_042094.1,Vibrio harveyi,Vibrionales,Vibrionaceae,Vibrio,Vibrio harveyi
NC_042095.1,Vibrio harveyi,Vibrionales,Vibrionaceae,Vibrio,Vibrio harveyi
NC_042096.1,Salmonella enterica,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
NC_042097.1,Salmonella enterica,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
NC_042098.1,Erwinia amylovora,Enterobacterales,Erwiniaceae,Erwinia,Erwinia amylovora
NC_042099.1,Microbacterium foliorum,Micrococcales,Microbacteriaceae,Microbacterium,Microbacterium foliorum
NC_042100.1,Vibrio alginolyticus,Vibrionales,Vibrionaceae,Vibrio,Vibrio alginolyticus
NC_042101.1,Enterococcus faecalis,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis
NC_042102.1,Gordonia terrae,Mycobacteriales,Gordoniaceae,Gordonia,Gordonia terrae
NC_042105.1,Streptomyces viridochromogenes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces viridochromogenes
NC_042106.1,Streptomyces lividans,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces lividans
NC_042107.1,Pseudomonas tolaasii,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas tolaasii
NC_042108.1,Gordonia terrae,Mycobacteriales,Gordoniaceae,Gordonia,Gordonia terrae
NC_042109.1,Microbacterium foliorum,Micrococcales,Microbacteriaceae,Microbacterium,Microbacterium foliorum
NC_042110.1,Microbacterium foliorum,Micrococcales,Microbacteriaceae,Microbacterium,Microbacterium foliorum
NC_042111.1,Microbacterium foliorum,Micrococcales,Microbacteriaceae,Microbacterium,Microbacterium foliorum
NC_042112.1,Campylobacter jejuni,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter jejuni
NC_042113.1,Pseudomonas aeruginosa,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa
NC_042114.1,Streptococcus pneumoniae,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus pneumoniae
NC_042115.1,Pseudomonas aeruginosa,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa
NC_042117.1,Microbacterium foliorum,Micrococcales,Microbacteriaceae,Microbacterium,Microbacterium foliorum
NC_042118.1,Microbacterium foliorum,Micrococcales,Microbacteriaceae,Microbacterium,Microbacterium foliorum
NC_042119.1,Microbacterium foliorum,Micrococcales,Microbacteriaceae,Microbacterium,Microbacterium foliorum
NC_042120.1,Pantoea agglomerans,Enterobacterales,Erwiniaceae,Pantoea,Pantoea agglomerans
NC_042122.1,Enterobacter cloacae,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter cloacae
NC_042123.1,Gordonia terrae,Mycobacteriales,Gordoniaceae,Gordonia,Gordonia terrae
NC_042124.1,Acinetobacter baumannii,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter baumannii
NC_042125.1,Enterococcus faecalis,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis
NC_042126.1,Enterococcus faecalis,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis
NC_042127.1,Enterococcus faecalis,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis
NC_042128.1,Escherichia coli,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli
NC_042129.1,Escherichia coli,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli
NC_042130.1,Escherichia coli,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli
NC_042131.1,Pectobacterium atrosepticum,Enterobacterales,Pectobacteriaceae,Pectobacterium,Pectobacterium atrosepticum
NC_042132.1,Gordonia terrae,Mycobacteriales,Gordoniaceae,Gordonia,Gordonia terrae
NC_042133.1,Bacillus subtilis,Bacillales,Bacillaceae,Bacillus,Bacillus subtilis
NC_042134.1,Enterococcus faecalis,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis
NC_042136.1,Vibrio harveyi,Vibrionales,Vibrionaceae,Vibrio,Vibrio harveyi
NC_042137.1,Acinetobacter baumannii,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter baumannii
NC_038017.1,Sulfolobus sp.,Sulfolobales,Sulfolobaceae,Sulfolobus,Sulfolobus sp.
NC_036595.1,Aeropyrum pernix,Desulfurococcales,Desulfurococcaceae,Aeropyrum,Aeropyrum pernix
NC_035464.1,Metallosphaera sp.,Sulfolobales,Sulfolobaceae,Metallosphaera,Metallosphaera sp.
NC_034619.1,Sulfolobus islandicus,Sulfolobales,Sulfolobaceae,Sulfolobus,Sulfolobus islandicus
NC_034620.1,Sulfolobus islandicus,Sulfolobales,Sulfolobaceae,Sulfolobus,Sulfolobus islandicus
NC_034621.1,Sulfolobus islandicus,Sulfolobales,Sulfolobaceae,Sulfolobus,Sulfolobus islandicus
NC_034623.1,Sulfolobus islandicus,Sulfolobales,Sulfolobaceae,Sulfolobus,Sulfolobus islandicus
NC_034624.1,Sulfolobus islandicus,Sulfolobales,Sulfolobaceae,Sulfolobus,Sulfolobus islandicus
NC_034625.1,Sulfolobus islandicus,Sulfolobales,Sulfolobaceae,Sulfolobus,Sulfolobus islandicus
NC_034627.1,Sulfolobus islandicus,Sulfolobales,Sulfolobaceae,Sulfolobus,Sulfolobus islandicus
NC_034628.1,Sulfolobus islandicus,Sulfolobales,Sulfolobaceae,Sulfolobus,Sulfolobus islandicus
NC_034248.1,Rhizobium etli,Hyphomicrobiales,Rhizobiaceae,Rhizobium,Rhizobium etli
NC_029548.1,Pyrobaculum arsenaticum,Thermoproteales,Thermoproteaceae,Pyrobaculum,Pyrobaculum arsenaticum
NC_031021.1,Salmonella enterica,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
NC_031045.1,Salmonella enterica,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
NC_031900.1,Synechococcus sp.,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp.
NC_031901.1,Streptococcus pneumoniae,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus pneumoniae
NC_031902.1,Salmonella enterica,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
NC_031903.1,Synechococcus sp.,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp.
NC_031904.1,Flavobacterium psychrophilum,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium psychrophilum
NC_031905.1,Flavobacterium psychrophilum,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium psychrophilum
NC_031906.1,Synechococcus sp.,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp.
NC_031907.1,Streptococcus pneumoniae,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus pneumoniae
NC_031908.1,Pseudoalteromonas marina,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas marina
NC_031909.1,Campylobacter jejuni,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter jejuni
NC_031910.1,Streptococcus pneumoniae,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus pneumoniae
NC_031911.1,Flavobacterium psychrophilum,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium psychrophilum
NC_031912.1,Flavobacterium psychrophilum,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium psychrophilum
NC_031913.1,Streptococcus pneumoniae,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus pneumoniae
NC_031914.1,Flavobacterium psychrophilum,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium psychrophilum
NC_031915.1,Streptococcus pneumoniae,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus pneumoniae
NC_031917.1,Pseudoalteromonas atlantica,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas atlantica
NC_031918.1,Salmonella enterica,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
NC_031919.1,Flavobacterium psychrophilum,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium psychrophilum
NC_031920.1,Streptococcus pneumoniae,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus pneumoniae
NC_031921.1,Flavobacterium psychrophilum,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium psychrophilum
NC_031922.1,Synechococcus sp.,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp.
NC_031923.1,Streptococcus pneumoniae,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus pneumoniae
NC_031924.1,Klebsiella pneumoniae,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae
NC_031925.1,Salmonella enterica,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
NC_031926.1,Flavobacterium psychrophilum,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium psychrophilum
NC_031927.1,Synechococcus sp.,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp.
NC_031928.1,Escherichia coli,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli
NC_031929.1,Streptococcus pneumoniae,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus pneumoniae
NC_031930.1,Salmonella enterica,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
NC_031931.1,Flavobacterium psychrophilum,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium psychrophilum
NC_031932.1,Flavobacterium psychrophilum,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium psychrophilum
NC_031933.1,Salmonella enterica,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
NC_031934.1,Escherichia coli,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli
NC_031935.1,Synechococcus sp.,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp.
NC_031936.1,Gordonia alkanivorans,Mycobacteriales,Gordoniaceae,Gordonia,Gordonia alkanivorans
NC_031937.1,Escherichia coli,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli
NC_031938.1,Flavobacterium psychrophilum,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium psychrophilum
NC_031939.1,Salmonella enterica,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
NC_031940.1,Salmonella enterica,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
NC_031941.1,Streptococcus pneumoniae,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus pneumoniae
NC_031942.1,Streptococcus pneumoniae,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus pneumoniae
NC_031943.1,Escherichia coli,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli
NC_031944.1,Synechococcus sp.,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp.
NC_031945.1,Flavobacterium psychrophilum,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium psychrophilum
NC_031946.1,Salmonella enterica,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
NC_031226.1,Gordonia terrae,Mycobacteriales,Gordoniaceae,Gordonia,Gordonia terrae
NC_031228.1,Salmonella enterica,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
NC_031229.1,Gordonia terrae,Mycobacteriales,Gordoniaceae,Gordonia,Gordonia terrae
NC_031230.1,Gordonia terrae,Mycobacteriales,Gordoniaceae,Gordonia,Gordonia terrae
NC_031233.1,Gordonia terrae,Mycobacteriales,Gordoniaceae,Gordonia,Gordonia terrae
NC_031234.1,Gordonia terrae,Mycobacteriales,Gordoniaceae,Gordonia,Gordonia terrae
NC_031235.1,Synechococcus sp.,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp.
NC_031237.1,Gordonia terrae,Mycobacteriales,Gordoniaceae,Gordonia,Gordonia terrae
NC_031238.1,Mycolicibacterium smegmatis,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
NC_031239.1,Gordonia terrae,Mycobacteriales,Gordoniaceae,Gordonia,Gordonia terrae
NC_031241.1,Staphylococcus epidermidis,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus epidermidis
NC_031242.1,Synechococcus sp.,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp.
NC_031243.1,Mycolicibacterium smegmatis,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
NC_031245.1,Bacillus subtilis,Bacillales,Bacillaceae,Bacillus,Bacillus subtilis
NC_031246.1,Klebsiella pneumoniae,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae
NC_031247.1,Gordonia terrae,Mycobacteriales,Gordoniaceae,Gordonia,Gordonia terrae
NC_031249.1,Gordonia terrae,Mycobacteriales,Gordoniaceae,Gordonia,Gordonia terrae
NC_031250.1,Salmonella enterica,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
NC_031251.1,Gordonia terrae,Mycobacteriales,Gordoniaceae,Gordonia,Gordonia terrae
NC_031253.1,Mycolicibacterium smegmatis,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
NC_031255.2,Gordonia terrae,Mycobacteriales,Gordoniaceae,Gordonia,Gordonia terrae
NC_031256.1,Mycolicibacterium smegmatis,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
NC_031257.1,Mycolicibacterium smegmatis,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
NC_031258.1,Salmonella enterica,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
NC_031260.1,Enterococcus faecium,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecium
NC_031261.1,Mycolicibacterium smegmatis,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
NC_031262.1,Mycolicibacterium smegmatis,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
NC_031263.1,Mycolicibacterium smegmatis,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
NC_031264.1,Brucella inopinata,Hyphomicrobiales,Brucellaceae,Brucella,Brucella inopinata
NC_031265.1,Gordonia terrae,Mycobacteriales,Gordoniaceae,Gordonia,Gordonia terrae
NC_031266.1,Mycolicibacterium smegmatis,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
NC_031267.1,Gordonia terrae,Mycobacteriales,Gordoniaceae,Gordonia,Gordonia terrae
NC_031269.1,Gordonia terrae,Mycobacteriales,Gordoniaceae,Gordonia,Gordonia terrae
NC_031271.1,Salmonella enterica,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
NC_031274.1,Pseudomonas aeruginosa,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa
NC_031277.1,Mycolicibacterium smegmatis,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
NC_031279.1,Mycolicibacterium smegmatis,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
NC_031280.1,Acinetobacter baumannii,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter baumannii
NC_031281.1,Mycolicibacterium smegmatis,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis
NC_030953.1,Shigella sonnei,Enterobacterales,Enterobacteriaceae,Shigella,Shigella sonnei
NC_031001.1,Gordonia terrae,Mycobacteriales,Gordoniaceae,Gordonia,Gordonia terrae
NC_031002.1,Lactococcus lactis,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus lactis
NC_031003.1,Cutibacterium acnes,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
NC_031004.1,Gordonia terrae,Mycobacteriales,Gordoniaceae,Gordonia,Gordonia terrae
NC_031005.2,Cutibacterium acnes,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
